Transaction_ID,Date,Cost_Center,GL_Account_Name,Account_Category,Vendor_Name,Budget_INR,Actual_INR
GL-142805,2024-10-04,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Reliance BP Mobility,383189.01,409026.74
GL-371978,2026-02-10,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Local Fleet Operator B,406086.06,394549.8
GL-580338,2024-04-28,Supply Chain Services,Automated Sorter Systems,CAPEX,Prologis Warehousing,245071.64,250380.92
GL-567410,2025-01-16,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,40526.98,39410.02
GL-673263,2024-10-02,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,337024.75,346598.62
GL-111599,2025-03-25,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator B,495634.12,482031.3
GL-155832,2025-07-27,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,AWS India,285591.28,274412.15
GL-485365,2025-01-10,Corporate HQ,IT Infrastructure (Servers),CAPEX,Indian Oil Corp,258900.48,257222.72
GL-100224,2024-04-03,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,86809.01,89635.63
GL-343869,2025-03-24,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,AWS India,382749.58,381240.63
GL-436068,2024-04-07,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,112285.63,116421.84
GL-102325,2024-09-16,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator A,82979.68,87171.85
GL-885385,2025-12-07,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Local Fleet Operator B,61678.03,63297.17
GL-821681,2024-05-04,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,498072.28,567296.76
GL-137412,2025-06-06,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Reliance BP Mobility,221695.62,220239.62
GL-141450,2024-06-30,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Local Fleet Operator B,225665.01,229805.79
GL-318780,2025-04-16,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Local Fleet Operator B,103339.92,101216.17
GL-767066,2024-10-30,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,301240.98,342608.05
GL-721178,2024-12-09,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,373083.19,367082.54
GL-188033,2024-04-28,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Prologis Warehousing,268361.02,272033.17
GL-260764,2025-04-19,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,95576.6,95111.87
GL-891179,2024-08-13,Supply Chain Services,IT Infrastructure (Servers),CAPEX,AWS India,304784.01,306696.51
GL-711896,2025-05-14,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,225755.49,222017.55
GL-396374,2025-06-26,Supply Chain Services,Employee Benefit Expenses,OPEX,Indian Oil Corp,132671.73,135998.24
GL-804505,2025-08-08,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,AWS India,401776.4,422059.59
GL-668064,2025-01-29,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator A,33448.63,32408.93
GL-482300,2025-04-03,Supply Chain Services,Cloud Hosting (Orion Platform),OPEX,Vanderlande Sorters,365107.9,405030.69
GL-784266,2025-02-20,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Vanderlande Sorters,213728.29,208277.39
GL-930837,2025-08-25,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Reliance BP Mobility,72705.13,71507.82
GL-731643,2025-03-20,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Reliance BP Mobility,333354.94,334266.01
GL-775651,2025-05-21,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,304519.13,343899.05
GL-411595,2025-05-01,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,346482.68,356271.6
GL-994960,2026-03-01,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Vanderlande Sorters,403412.57,434258.29
GL-518992,2024-05-20,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Reliance BP Mobility,201571.9,206091.33
GL-200971,2024-04-14,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Reliance BP Mobility,44999.13,44667.42
GL-441922,2026-03-21,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Prologis Warehousing,49537.52,47730.48
GL-719258,2026-01-08,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Blue Yonder,414972.62,441506.54
GL-338247,2025-09-03,Corporate HQ,Freight Handling & Contract Labor,OPEX,Blue Yonder,424160.68,437540.28
GL-613139,2024-07-02,Express Parcel (B2C),Employee Benefit Expenses,OPEX,AWS India,295618.47,306589.69
GL-756354,2024-11-16,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Indian Oil Corp,231776.8,223399.26
GL-773834,2025-10-08,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,AWS India,463812.33,519851.54
GL-667726,2025-11-15,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,159141.36,158864.57
GL-262184,2025-08-06,Supply Chain Services,Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,45193.87,50698.7
GL-640208,2026-03-21,Supply Chain Services,Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator A,281286.03,305546.7
GL-715270,2025-09-27,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,AWS India,292152.75,314711.19
GL-102094,2026-03-02,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,387736.03,389355.11
GL-957673,2025-08-27,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Vanderlande Sorters,183276.37,193043.46
GL-179267,2025-02-04,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Reliance BP Mobility,139027.14,138935.3
GL-443625,2024-08-09,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator B,123299.01,119292.97
GL-530693,2025-08-18,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Reliance BP Mobility,28208.46,27126.53
GL-412187,2024-12-17,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,403646.01,405328.2
GL-404415,2024-10-04,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,AWS India,478857.27,603016.04
GL-692301,2025-07-03,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Blue Yonder,300910.16,290674.28
GL-985162,2026-01-01,Corporate HQ,Freight Handling & Contract Labor,OPEX,AWS India,475028.88,471777.16
GL-896584,2024-08-15,Supply Chain Services,IT Infrastructure (Servers),CAPEX,Vanderlande Sorters,492361.51,498272.48
GL-841569,2025-10-31,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Blue Yonder,361308.44,357990.53
GL-519004,2025-07-13,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Vanderlande Sorters,473468.53,487237.57
GL-817913,2024-06-20,Cross-Border,Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,282468.59,280345.34
GL-519529,2024-07-07,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,AWS India,210052.73,201556.89
GL-380043,2025-07-15,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Vanderlande Sorters,193200.96,195374.98
GL-696133,2026-02-24,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Local Fleet Operator B,271385.27,263570.26
GL-544344,2025-07-07,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,489975.89,510347.02
GL-383655,2025-11-25,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,181789.83,173654.09
GL-693901,2025-04-14,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,197274.16,202688.44
GL-227613,2025-05-26,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,115135.24,124133.81
GL-788080,2025-05-01,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Indian Oil Corp,187182.79,188063.27
GL-343229,2024-06-21,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Vanderlande Sorters,30435.1,30785.73
GL-193285,2025-11-18,Cross-Border,Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,70940.47,76733.35
GL-645047,2025-10-14,Supply Chain Services,Automated Sorter Systems,CAPEX,Prologis Warehousing,165104.73,171262.61
GL-963710,2024-04-01,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Indian Oil Corp,392858.73,390024.04
GL-358699,2024-05-06,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,499762.3,505721.58
GL-329110,2025-11-22,Supply Chain Services,Employee Benefit Expenses,OPEX,AWS India,483096.67,486741.57
GL-434811,2025-10-27,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,37930.77,39179.17
GL-175886,2024-11-10,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,111400.48,138526.89
GL-429311,2025-06-01,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Local Fleet Operator A,447834.76,458250.89
GL-493601,2026-02-28,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Indian Oil Corp,307266.68,295472.45
GL-955125,2025-01-10,Cross-Border,Freight Handling & Contract Labor,OPEX,AWS India,480063.04,470029.92
GL-651000,2025-09-01,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,AWS India,83053.53,85060.27
GL-840513,2024-12-17,Supply Chain Services,Automated Sorter Systems,CAPEX,AWS India,167820.96,171187.0
GL-158921,2025-09-13,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,397104.16,389121.29
GL-272292,2024-04-14,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator B,374303.37,357037.17
GL-557990,2024-06-14,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Local Fleet Operator B,384777.31,403475.1
GL-429812,2024-12-12,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,401515.96,512238.83
GL-417284,2025-12-13,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator A,362243.51,352408.43
GL-155664,2025-11-18,Corporate HQ,Employee Benefit Expenses,OPEX,Reliance BP Mobility,15280.98,15957.97
GL-622008,2025-08-16,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,222264.32,233312.72
GL-923401,2025-03-31,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,61785.9,61128.89
GL-456118,2025-07-03,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Local Fleet Operator A,195467.29,201934.65
GL-360319,2024-06-14,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,156353.74,163598.81
GL-743502,2024-09-09,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Amazon Web Serv,381414.56,375047.98
GL-889336,2024-08-20,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,AWS India,146116.94,147827.82
GL-544308,2024-11-19,Corporate HQ,Automated Sorter Systems,CAPEX,Local Fleet Operator B,302367.0,288863.82
GL-922181,2025-03-26,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Reliance BP Mobility,381805.8,395936.24
GL-319948,2024-04-13,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,AWS India,256644.59,250554.63
GL-688553,2025-01-25,Cross-Border,Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,477951.86,521596.81
GL-574387,2026-03-07,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Indian Oil Corp,279793.84,282570.73
GL-667513,2025-08-23,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,107859.8,111753.42
GL-597004,2025-08-13,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Blue Yonder,250169.65,268259.39
GL-459188,2026-01-09,Corporate HQ,Freight Handling & Contract Labor,OPEX,Blue Yonder,231125.21,241560.1
GL-186145,2025-06-14,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,89924.47,89962.8
GL-520805,2025-10-24,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,473221.5,583189.96
GL-116087,2024-07-17,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Prologis Warehousing,76502.69,79278.94
GL-618093,2024-12-25,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,112294.94,151375.52
GL-142252,2025-09-07,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,213287.7,207123.6
GL-584989,2024-12-17,Corporate HQ,Automated Sorter Systems,CAPEX,AWS India,395933.74,378428.12
GL-497088,2024-11-02,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,333531.17,466325.13
GL-930849,2026-02-02,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Blue Yonder,175895.63,182471.01
GL-995021,2025-06-16,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,287250.01,286462.95
GL-360884,2025-10-21,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,307090.98,306569.58
GL-713222,2024-07-21,Corporate HQ,Line-haul Costs (Fuel & Tolls),OPEX,Amazon Web Serv,354820.2,367610.21
GL-443927,2025-12-15,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,AWS India,358012.71,378969.91
GL-712284,2025-06-04,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Reliance BP Mobility,497699.09,485057.92
GL-971069,2025-04-01,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Blue Yonder,100980.26,101909.59
GL-414539,2025-04-15,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,24211.39,24565.42
GL-659521,2025-07-03,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,373046.12,361882.77
GL-905812,2025-02-17,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,437952.6,441308.79
GL-338919,2025-08-19,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,181800.92,173629.81
GL-384032,2025-12-30,Corporate HQ,Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,20917.57,28637.9
GL-291800,2024-11-02,Corporate HQ,Freight Handling & Contract Labor,OPEX,Prologis Warehousing,292484.57,306340.68
GL-985758,2025-02-24,Supply Chain Services,Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator A,458505.58,522945.52
GL-563832,2025-05-05,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Local Fleet Operator B,107051.7,106237.73
GL-159392,2026-03-17,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Local Fleet Operator B,371276.54,388451.48
GL-544711,2025-10-09,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Local Fleet Operator A,279740.53,279192.44
GL-432892,2024-09-08,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,92156.15,96964.84
GL-263023,2025-12-15,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Reliance BP Mobility,460538.39,633754.56
GL-268275,2024-07-19,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,173484.86,176116.98
GL-610550,2024-07-01,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,AWS India,136881.29,138288.22
GL-428178,2024-12-20,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator A,139312.13,146150.14
GL-828850,2024-10-26,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Local Fleet Operator B,110237.16,111419.71
GL-925091,2025-09-09,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Blue Yonder,358506.37,342640.75
GL-272081,2024-04-11,Supply Chain Services,IT Infrastructure (Servers),CAPEX,Prologis Warehousing,275720.84,269749.51
GL-423605,2024-08-09,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,181773.05,179724.14
GL-234356,2025-05-18,Corporate HQ,Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,157927.45,161910.28
GL-775544,2024-06-22,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Indian Oil Corp,160365.01,158772.15
GL-978199,2025-09-29,Supply Chain Services,IT Infrastructure (Servers),CAPEX,Prologis Warehousing,137009.66,141364.03
GL-611870,2024-12-14,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,AWS India,37033.98,36433.38
GL-193496,2026-02-26,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Reliance BP Mobility,415566.45,420546.3
GL-518040,2025-07-23,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,137444.94,141706.25
GL-735535,2025-11-02,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,61155.62,60021.4
GL-854516,2026-03-12,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,398660.29,401706.45
GL-699184,2025-03-20,Supply Chain Services,IT Infrastructure (Servers),CAPEX,Local Fleet Operator B,374767.57,367230.02
GL-580220,2025-01-06,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Blue Yonder,129957.96,136039.51
GL-843814,2026-02-24,Corporate HQ,Material Handling Equipment (AGVs),CAPEX,Blue Yonder,197717.82,199383.3
GL-554803,2025-10-20,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,AWS India,60462.58,75996.61
GL-334312,2024-11-04,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Reliance BP Mobility,201478.81,228221.6
GL-465678,2024-05-26,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator A,130517.98,125116.2
GL-384424,2025-11-13,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Indian Oil Corp,383638.6,371322.11
GL-695219,2026-03-03,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator A,403177.73,398634.38
GL-990161,2024-05-21,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Indian Oil Corp,176570.1,169404.84
GL-258200,2025-06-19,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,366518.34,355592.31
GL-618288,2024-04-22,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,425996.33,433294.99
GL-604147,2025-09-19,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,318193.51,310270.4
GL-836889,2024-06-24,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator A,66305.26,68611.3
GL-556493,2025-05-03,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Indian Oil Corp,279238.64,292611.52
GL-903126,2025-03-18,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Vanderlande Sorters,324268.51,324975.49
GL-948858,2024-07-30,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Local Fleet Operator A,201510.22,208522.54
GL-795501,2026-01-22,Supply Chain Services,Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,139950.91,152548.63
GL-985117,2024-09-28,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Indian Oil Corp,185276.58,192752.51
GL-162311,2024-11-26,Supply Chain Services,IT Infrastructure (Servers),CAPEX,Reliance BP Mobility,342925.96,350203.65
GL-248640,2024-06-11,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,458753.07,464620.68
GL-764374,2024-07-02,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,AWS India,334424.94,343921.14
GL-939010,2026-01-06,Corporate HQ,Automated Sorter Systems,CAPEX,Local Fleet Operator A,187508.18,193969.27
GL-237474,2024-07-30,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,367565.87,364676.72
GL-455165,2026-02-11,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator A,234480.94,236910.84
GL-206688,2025-10-02,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Reliance BP Mobility,225096.24,223992.66
GL-187842,2025-06-28,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Indian Oil Corp,203460.57,197239.96
GL-573962,2025-06-19,Supply Chain Services,Employee Benefit Expenses,OPEX,Vanderlande Sorters,246148.91,234297.26
